company,year,word_counts,sentence_counts,type_token,content_word_diversity,average_sentence_length,average_word_length,spatial_adverbial_ratio,time_adverbial_ratio,modal_verb_ratio,first_person_ratio,impersonal_pronoun_ratio,negation_ratio,exclusive_conjunction_ratio,inclusive_conjunction_ratio,tentative_word_ratio,number_count_ratio,future_verb_ratio,past_verb_ratio
Aldi,2020,6283,371,0.17862045298558682,0.5654178674351585,19.759887005649716,4.683345246604718,0.1029512697323267,0.17158544955387783,0.6459021099468925,0.8468494330414812,0.10047366154729438,0.3588345055260514,0.028706760442084114,3.2008037892923786,0.04306014066312617,5.647287359511586,0.48563896212016094,7.664705038036458
Aldi,2021,8139,468,0.1547462529581909,0.5725700525394045,20.41111111111111,4.652041371801851,0.06573757559821194,0.06573757559821194,0.4942339373970346,1.2191103789126854,0.07688083470620538,0.18671059857221306,0.010982976386600769,2.8775398132894017,0.032948929159802305,5.176995854151164,0.2763899223982141,7.655134541460735
Allianz,2020,61333,2565,0.08289564616447823,0.5783711131582524,26.288994457640538,5.114752123366062,0.4785763648928818,0.16240497581202487,0.4584083704177767,2.774263644346545,0.32445787256842634,0.1518105642292637,0.02679009956987007,4.2268823765795,0.03423179389483398,2.4538522683781316,0.2208025436453028,10.165354447900699
Allianz,2021,59048,2367,0.08217351598173515,0.5757714755705993,27.082408198121264,5.089017122315769,0.4986301369863014,0.11141552511415526,0.4697318484414857,2.8588315809120886,0.2690848005972749,0.18353760965594476,0.043551297206495365,4.104709761712188,0.04821750762147701,2.5003851486673856,0.19719611770143275,9.651278541653705
Asklepios,2020,12877,737,0.2773728410711456,0.8283225625175611,19.595598349381017,6.322757265197248,0.5149738551735066,0.1584534938995405,0.490402129746392,2.494045116995937,0.18214936247723132,0.4273504273504274,0.1120919153706039,3.909205548549811,0.028022978842650974,1.3784899587152752,1.1685676299769086,8.30180748213535
Asklepios,2021,3599,180,0.3589967920676582,0.8267838676318511,28.895522388059703,5.574638429752066,0.4374453193350831,0.058326042578011085,0.38900414937759337,2.5155601659751037,0.1037344398340249,0.7520746887966805,0.05186721991701245,3.967842323651452,0.025933609958506226,3.9631807721810275,0.9460496036819227,6.301867219917012
Axel Springer,2020,6293,238,0.24131179637787567,0.5497693795566136,33.53731343283582,4.579735944221926,0.4242127590145211,0.14684287812041116,0.5378753922008068,2.9583146571044376,0.776931122067832,0.3585835948005379,0.10458688181682356,3.9593605259226052,0.0,2.152122641509434,0.13266509433962265,8.680711190796355
Axel Springer,2021,8873,321,0.21649484536082475,0.5362732656514383,34.24909747292419,4.547802255718351,0.3359203058033129,0.1390015058496467,0.7439685407588479,3.1459241152088424,0.6376873206504411,0.2869592942926985,0.10628122010840685,3.4222552874907004,0.02125624402168137,1.9819630872483223,0.37751677852348997,9.193325539377192
BMW,2020,110525,4589,0.05822094826370941,0.5652912881694347,27.061065299754848,4.859581792576365,0.2631455288755228,0.20393778487853015,0.4377192694842454,0.3409947867143185,0.6680546903177154,0.32951900062297124,0.06967441555460835,2.9976392668612086,0.12951244303091905,2.1502058448571266,0.12180169060746562,8.462572543362077
BMW,2021,145662,5138,0.04559783428239062,0.5912532069263305,33.193817878028405,4.791464274029145,0.2261939810858747,0.15151406352101449,0.38157416573727143,0.7737998270698363,0.36277740880440096,0.2675405070111903,0.04260598238117317,2.627160060650869,0.08270573050463026,2.6654423169990196,0.11043964907491283,8.029974561722284
Bayer,2020,52403,2912,0.09124493525065544,0.5671519340874179,20.163832002776815,5.13425487597046,0.315802017955033,0.12512910145388098,0.47753833330439166,2.4901453453036275,0.2830499939222394,0.26915796968065714,0.057304599996527,4.020004514907879,0.05556809696632921,2.7484287412943775,0.10871411584847969,8.929098581277024
Bayer,2021,4630,170,0.2510993843447669,0.5737963693764798,30.40119760479042,5.00354540082726,0.46174142480211083,0.13192612137203166,1.019607843137255,1.5294117647058825,1.3333333333333335,0.27450980392156865,0.13725490196078433,4.235294117647059,0.09803921568627451,1.4224473889321902,0.4286827747466875,10.098039215686274
Beiersdorf,2020,17675,783,0.18077657542966263,0.5735548105252464,26.42302543507363,4.715523355963117,0.4687228748336323,0.44557606619987267,0.47934727180010195,4.201937786843447,0.4181540030596635,0.3212646608873024,0.13258541560428352,3.304436511983682,0.030596634370219276,1.5985430999595305,0.1972885471469041,8.944416114227435
Beiersdorf,2021,7332,323,0.245903935023106,0.5572292875663662,25.5062893081761,4.889409443964986,0.5321383559725529,0.15404005041310742,0.613195977434388,4.844248221731665,0.45376502330144713,0.20848663232769193,0.11037527593818984,3.2131469217561928,0.02452783909737552,2.000484966052376,0.41222114451988356,9.4186902133922
Bertelsmann,2020,19900,888,0.1385514139481983,0.5749136732588905,25.91415313225058,5.093517772405766,0.3515483637491599,0.07237760430129762,0.31183178902352104,0.09800427655024947,0.735032074126871,0.19600855310049894,0.049002138275124736,4.334461867426942,0.031183178902352105,2.0139256125506786,0.017627357659086903,7.978439059158945
Bertelsmann,2021,22050,958,0.1357142857142857,0.5683241252302026,26.090618336886994,5.266334327626364,0.2567693744164332,0.09803921568627451,0.25494631764156706,0.04308951847463105,0.5565729469639844,0.18313045351718193,0.050271104887069554,3.7882868325613126,0.03231713885597329,1.8512596382759479,0.024872970187968586,16.018528492944093
DEERE,2020,23763,1071,0.1567094017094017,0.578057798234362,25.218631178707223,4.977987184319638,0.28205128205128205,0.11965811965811966,0.6088223209950323,3.1188137302506256,0.4183319015425989,0.2539872259365779,0.07096701901169088,4.299107309602959,0.0896425503305569,0.9461019853242448,0.14526762766789586,11.298696447913944
DEERE,2021,22017,867,0.15687462144155057,0.5788762941441257,28.649882903981265,4.87456574161115,0.37273447327959747,0.1910264175557937,0.6015098300431957,2.587703362803278,0.4117718299624561,0.2785515320334262,0.0645916596019539,4.053126640022607,0.0645916596019539,1.5414258188824663,0.2207771355170199,10.879657664204109
DEKRA,2020,7087,86,0.060419940008570205,0.8692783505154639,158.15217391304347,1.5589003436426117,0.014283673760891302,0.014283673760891302,0.05530208765380893,0.27651043826904464,0.013825521913452233,0.013825521913452233,0.013825521913452233,0.4977187888842804,0.0,1.1549566891241578,0.13749484394335212,0.6774505737591594
DEKRA,2021,11140,466,0.285360938072554,0.8367079268792524,27.086474501108647,5.997216764898494,0.5771344814950531,0.21986075485525833,0.13937853570550135,1.729933590227105,0.1885709600721489,0.26235959662212016,0.16397474788882513,4.615889153070428,0.008198737394441255,1.3599868916926101,0.8438472882189088,6.477002541608592
DZ BANK,2020,46579,1826,0.08549857612750833,0.6024730537763415,30.08953488372093,5.0450786412644435,0.24503852182167377,0.0927172785271198,0.33202187889837825,0.27444583053449767,0.7101045964878611,0.30707225794069665,0.034545629018328375,3.500623740523942,0.05373764513962191,1.27045199139064,0.07618902497095292,8.162364456386143
DZ BANK,2021,49567,1842,0.08258797960377831,0.5979040163874461,31.630849220103986,5.063795591109163,0.252862994232216,0.11493772465100727,0.318442526551955,0.13027194268034523,0.6929743617579475,0.3021585337169118,0.048851978505129456,3.4576344786408293,0.043423980893448406,1.5786647574727044,0.06801503490245213,8.08590710886754
Debeka,2020,10819,656,0.30479122570713874,0.8187568524921987,18.361669242658422,6.406228956228956,0.509909563209544,0.05772561092938234,0.27022462421888194,1.663570342847492,0.25333558520520183,0.2617801047120419,0.09288971457524067,4.08714744131059,0.0,1.5323734949903174,0.8419634587858887,7.8027360243202155
Debeka,2021,8248,402,0.2718095712861416,0.8115736704446382,26.894736842105264,6.034246575342466,0.22432701894317048,0.024925224327018942,0.5140544678989392,0.3499945313354479,0.4046811768566116,0.5796784425243355,0.010937329104232747,4.560866236465055,0.0,1.8914829226113272,1.2537829658452226,6.223340260308433
Deutsche Bank,2020,56423,2234,0.0881121961964902,0.5824623645603605,28.323090826931768,5.084079197179278,0.2882003083926867,0.09361920845877084,0.3745789920992162,2.914791148603985,0.43910730586420726,0.27070414555069405,0.042494255406213606,4.554754635021562,0.047215839340237334,2.1695884620166606,0.14919806042521447,9.539173408039284
Deutsche Bank,2021,68032,2598,0.07699926856028283,0.5930028152632205,29.478615863141524,5.089411485399245,0.278861392173595,0.10209679385590638,0.3735325506937033,2.229481739854752,0.5843767082281281,0.27201499336231355,0.03383918577712992,4.50711924408465,0.040346721503501055,2.3055605450206564,0.12830053116419904,9.04157013822006
Draeger,2020,19487,1138,0.24504714482466364,0.8131313131313131,19.37757847533632,6.175229103026937,0.5985803580887806,0.07416039834728255,0.33402922755741127,2.704708884249594,0.25980051032243096,0.4360937137555092,0.12062166550684296,3.8970076548364654,0.013917884481558803,1.8843524847589137,1.0714945501570294,8.230109023428438
Draeger,2021,27484,1269,0.12708941363756965,0.5595443105047027,25.018166804293973,4.978974815988382,0.3070158814388053,0.1895159761967934,0.43188064389477815,2.7908650700170132,0.42206517471535143,0.5496662740478995,0.058892815076560655,3.5564716660123024,0.08506739955503206,2.693472517559121,0.10309942650944004,8.820834969244864
EON,2020,61941,2885,0.08251241756233699,0.5731369125350315,24.170559094125974,4.9092905454864875,0.39038490290213795,0.19103942056913134,0.47032182206157735,2.7841890577595843,0.6924182380350999,0.20177386810666434,0.06532247528633019,4.209670629563501,0.07838697034359622,1.9049399045373512,0.1581459543389499,9.834661556997489
EON,2021,59124,2673,0.08254106955609927,0.5752883234780998,24.72886519421173,4.966737503464843,0.39496679482698355,0.18524991261796575,0.4413398469007289,2.929583466496218,0.6467911549407235,0.19936386187584654,0.06544004626459084,4.207947160967295,0.03652467698488791,2.155802286867835,0.18831256873408758,9.675995677913225
Ernst & Young,2020,21569,1088,0.23079118892430658,0.806633967910882,22.711320754716983,5.927058237102268,1.6270992911175604,0.11418240639421476,0.43790140962549007,3.298857285845358,0.3002752523146217,0.4337309200100092,0.20018350154308115,3.6199849862373847,0.012511468846442572,1.4547570555717195,0.5528076811172534,8.015681040954208
Ernst & Young,2021,18813,900,0.2504108688506629,0.7999148775182068,24.10136674259681,5.823062381852552,2.0598225046565135,0.12052152952777473,0.3892158724131384,2.957091323333966,0.25631289158913995,0.3559901272071388,0.14714258591228402,3.6833111828365297,0.0047465350294285166,1.6030642644346715,0.66203243958954,8.00265805961648
Generali,2020,6829,260,0.23516187050359713,0.5665827481118325,29.286821705426355,5.02289571201694,0.19484412470023982,0.10491606714628297,0.38167938931297707,1.3819426164780206,0.5790997630955514,0.315872598052119,0.0,3.72466438536457,0.06580679126085812,1.4769311201150177,0.18298261665141813,9.515662016320084
Generali,2021,7769,272,0.22151982088765967,0.5666432419770439,31.884328358208954,5.05348156816852,0.36876070064533123,0.06585012511523772,0.4405797101449276,1.0898550724637681,0.49855072463768113,0.2898550724637681,0.034782608695652174,4.104347826086956,0.057971014492753624,1.187730627306273,0.2421586715867159,9.42608695652174
HUK COBURG,2020,8804,483,0.3099462993229045,0.8239641890485113,20.254736842105263,6.567612514291653,0.6887695540508989,0.03502218071445248,0.35438815926620804,0.7400458619970816,0.28142589118198874,0.40650406504065045,0.18761726078799248,3.377110694183865,0.010423181154888472,1.3229166666666667,1.0729166666666667,7.838232228476132
HUK COBURG,2021,8377,453,0.3133308940114648,0.8226659471127901,20.76062639821029,6.676831896551724,0.7439931698987682,0.02439321868520551,0.32449972958355866,2.3796646836127637,0.2812330989724175,0.4326663061114116,0.15143320713899405,3.8182801514332074,0.02163331530557058,1.3587835651892592,0.8842877170279305,7.636560302866415
Infineon,2020,22983,992,0.12651504834536292,0.5672160954978458,26.046248715313464,5.058517144773705,0.33138136093331516,0.14526306232693267,0.37160179933502835,2.2178760023469586,0.28554664580481126,0.2816350479170741,0.03129278310189713,3.4030901623313126,0.050850772540582824,2.5232919254658386,0.14363354037267081,8.382554273420691
Infineon,2021,25294,1046,0.11680606485105682,0.5675888479295659,27.2729044834308,5.073154170538203,0.2884100366692761,0.168925878620576,0.34701320774760097,2.230799192663149,0.3045217945540172,0.29389894125562127,0.03895046209411848,3.5338691972663856,0.03895046209411848,2.5574369423171506,0.10538888498559686,8.413299812329592
KfW,2020,45307,1828,0.09783940810675866,0.5775091960063058,27.922341024198087,5.052380184610423,0.3131950433480096,0.15432799237438155,0.3878730309506847,0.3285047098868044,0.6985672445183251,0.2533048365392227,0.061347265099343,3.633341249109475,0.0514525449220296,1.7277517679092635,0.09402730709710277,8.279901844375841
KfW,2021,47952,1977,0.09382562696763969,0.5748938519830163,27.341463414634145,5.0336895249302485,0.32338894480971453,0.17775683721328678,0.37170554943310236,0.3380839419466911,0.6817714851411173,0.22787978407456527,0.06911108205540094,3.623662140202103,0.05416814539477371,1.7277061236557152,0.11086884215972505,8.233558100005602
LANXESS,2020,19818,856,0.142279792746114,0.568979628955984,26.436450839328536,6.073566763425254,0.533678756476684,0.22279792746113988,0.1665456719477303,1.577913481658624,0.12811205534440792,0.08540803689627194,0.02989281291369518,1.5416150659777086,0.010676004612033992,0.7374505886853402,0.048880010201045605,53.87111927232353
LANXESS,2021,33193,1385,0.0931754440635712,0.571432452256119,27.47505584512286,5.898479633594406,0.4923652228108445,0.17450919289498287,0.21592959055376373,1.5798392827857652,0.13939758377521455,0.10113158038593999,0.03553271743289783,1.619471929153228,0.01503307276007216,0.8697188362074824,0.058434234307690215,50.817252500956656
Landesbank Baden Württemberg,2021,65753,2804,0.08432754031626742,0.5845507166482911,26.27998554913295,5.062428683374806,0.3491467042429936,0.19884139658681696,0.3739094308267553,1.4165672701931196,0.44627899808354665,0.3350442928555155,0.04690620099977217,3.773938914724526,0.03216425211412949,1.7414556919924968,0.09445634387430654,8.78754171301446
Linde,2020,40776,1694,0.10021131960180259,0.5870112657389,27.478497880072684,5.0570017854387554,0.3258904702497645,0.05855844387300456,0.322170597001841,0.3879196984307881,0.6224248268606996,0.2936793197159639,0.06574910142894713,4.655036381169457,0.06574910142894713,2.441769850203481,0.08658758334054897,9.218024020338389
Linde,2021,44592,1893,0.09543858016794213,0.58675817521195,26.829821717990274,5.044400144980065,0.32332348631108837,0.10699913935474867,0.3262936642978681,0.4584125713141827,0.600540486437794,0.28025222700430386,0.06605945350815734,4.48803923531178,0.05404864377940147,2.441292262646646,0.10089619561991808,9.342408167350616
Mercedes Benz,2020,98302,4339,0.05988376902713435,0.5699642453719695,24.9774261112404,4.9805735688729875,0.3433156849768365,0.21715751158173396,0.6094942203134281,2.7038881527847582,0.4733403390140266,0.18458445652670535,0.06396491067757117,3.508932242883904,0.04751679078905286,1.0174365694732628,0.1647191583852062,9.076620825147348
Mercedes Benz,2021,124161,5778,0.05505699931977807,0.566877082106738,23.769801980198018,4.979827732405052,0.31962235389570476,0.21963792524115097,0.6083042973286876,2.473867595818815,0.5574912891986062,0.2163182346109175,0.07912311265969803,3.350029036004646,0.06024970963995354,1.1786600496277915,0.14570950429915172,9.055603948896632
Munich Re,2021,46165,1966,0.09947054930509597,0.5756918810179489,26.659043659043657,5.030278806784948,0.3088462386940216,0.11250827266710788,0.37825424088619564,2.408475982785572,0.4052724009494953,0.2064959376266476,0.06368566300634927,3.9388617635139047,0.052106451550649406,1.2594747722226476,0.13398667789602633,8.944940849528148
MunichRe,2020,40509,1671,0.1065166384943361,0.5915299932599416,27.385135135135137,5.08566429644916,0.317884804601761,0.11353028735777178,0.47051027170311466,2.370223105809587,0.41749502982107356,0.23415065164568144,0.0728959575878065,3.781753920918931,0.055224210293792805,1.6142120846584056,0.19519684175896482,9.363817097415508
Philip Morris,2020,11080,365,0.19981299672744274,0.577819889593804,36.912121212121214,4.966258927838437,0.5142589995324918,0.04675081813931744,0.5348026902195933,2.771250303865165,0.38894741106879505,0.4618750506441942,0.10533992383113198,4.537719795802609,0.12964913702293168,2.424775928297055,0.1440460947503201,11.003970504821327
Philip Morris,2021,10935,317,0.19640122511485453,0.5995667388768539,42.53003533568904,4.996510468594217,0.33499234303215925,0.01914241960183767,0.2681618722574354,1.7796196977084349,0.4306842190801235,0.4306842190801235,0.03250446936453762,4.119941491955144,0.08126117341134406,3.1940441882804995,0.05603586295228947,10.108889972371202
Procter Gamble,2020,14961,612,0.16199655765920826,0.5863190220991148,38.66046511627907,4.993743984600577,0.5851979345955249,0.1514629948364888,0.5485463521667581,3.8520143841043457,0.38398244651673064,0.2681782166148595,0.09751935149631255,3.6447857621746813,0.04266471627963674,2.2418807561803202,0.18783325254483763,9.465472054610837
Procter Gamble,2021,1616,79,0.3719898605830165,0.5339265850945495,25.01388888888889,4.470294280955025,0.697084917617237,0.2534854245880862,0.4507042253521127,5.690140845070422,0.16901408450704225,0.39436619718309857,0.11267605633802817,4.112676056338028,0.0,1.790710688304421,0.16787912702853947,12.056338028169014
REWE,2020,50298,1766,0.12329406986190089,0.8450787876538168,37.669461914744936,5.929077619471653,1.1007311129163282,0.08935824532900082,0.2694115679753256,0.07617844335854035,0.17279500566693298,0.2675535571617027,0.04830828115419632,4.31058508760521,0.0018580108136229353,1.5663567358907262,0.9891802609357311,6.330242842013341
REWE,2021,102692,4110,0.06293587853186147,0.5714336735149421,29.06625258799172,4.837504785817952,0.34770653170206833,0.13151077989877655,0.4002337648538084,0.07792161793613969,0.7880709086723219,0.2036587741512742,0.04604459241680982,3.649033949032178,0.03364797138151487,1.5523944082209333,0.09038814247979429,8.586431012803939
SAP,2020,115331,4550,0.056758989833674604,0.5623642232015393,29.07794548321694,4.950618622992478,0.2891834608614434,0.10956640442576428,0.5060970443008235,2.1769105741158707,0.3481824414367918,0.35434496252416864,0.05854395033008003,4.1342813344939415,0.15714428772810957,1.9129628503678484,0.10260229829148174,9.439441675589483
SAP,2021,110060,3995,0.05591357267537859,0.5574744979084616,31.674658417117815,4.962796868132762,0.2792848044534604,0.11982827758645091,0.4456436309422527,2.549891830136853,0.3135710639539123,0.37758169458016316,0.059959324890412176,4.042392863219816,0.13288282813550809,2.06588853921842,0.08923236266581684,9.458178370888938
Salzgitter,2020,16948,665,0.15660411295641224,0.5753007217321572,28.20331325301205,4.997810530812774,0.4916361892199772,0.2757959110258409,0.3967414303851037,1.4864578925095218,0.5713076597545493,0.1639864578925095,0.06347862886161659,3.433135844265764,0.04231908590774439,1.0432033719704952,0.10537407797681769,8.151713922979264
Salzgitter,2021,19714,777,0.14419446599431082,0.5739949460142431,28.312987012987012,4.968256880733945,0.48099301784328935,0.2896302042927334,0.35065349059611095,1.3479666651486861,0.601120269593333,0.20037342319777768,0.0637551801083838,3.306161482763332,0.0318775900541919,1.2728755209277043,0.09965573473455336,8.083246049455804
